migration_entry_id	object_kind	old_id	new_id	old_path	new_path	disposition	formulation_changed	machine_semantics_changed	phase_changed	reference_changed	retest_scope
MIG-222-NORM-025	NORM	N-GEN-040	N-GEN-040	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-026	NORM	N-GEN-041	N-GEN-041	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-027	NORM	N-GEN-042	N-GEN-042	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-028	NORM	N-GEN-044	N-GEN-044	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-029	NORM	N-GEN-045	N-GEN-045	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-030	NORM	N-GEN-047	N-GEN-047	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-031	NORM	N-GEN-052	N-GEN-052	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-032	NORM	N-GEN-053	N-GEN-053	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-033	NORM	N-GEN-054	N-GEN-054	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-034	NORM	N-GEN-055	N-GEN-055	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-035	NORM	N-GEN-057	N-GEN-057	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-036	NORM	N-GEN-061	N-GEN-061	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-037	NORM	N-GEN-063	N-GEN-063	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-038	NORM	N-GEN-064	N-GEN-064	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-039	NORM	N-GEN-065	N-GEN-065	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-040	NORM	N-GEN-067	N-GEN-067	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-041	NORM	N-GEN-068	N-GEN-068	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-042	NORM	N-GEN-069	N-GEN-069	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-043	NORM	N-GEN-074	N-GEN-074	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-044	NORM	N-GEN-076	N-GEN-076	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-045	NORM	N-GEN-078	N-GEN-078	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-046	NORM	N-GEN-083	N-GEN-083	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-047	NORM	N-GEN-084	N-GEN-084	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-048	NORM	N-GEN-085	N-GEN-085	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-049	NORM	N-GEN-087	N-GEN-087	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-050	NORM	N-GEN-088	N-GEN-088	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-051	NORM	N-GEN-089	N-GEN-089	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-052	NORM	N-GEN-090	N-GEN-090	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-053	NORM	N-GEN-091	N-GEN-091	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-054	NORM	N-GEN-092	N-GEN-092	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-055	NORM	N-GEN-093	N-GEN-093	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-056	NORM	N-GEN-094	N-GEN-094	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-057	NORM	N-GEN-096	N-GEN-096	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-058	NORM	N-O001-01	N-O001-01	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-059	NORM	N-O001-02	N-O001-02	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-060	NORM	N-O001-03	N-O001-03	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-061	NORM	N-O001-04	N-O001-04	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-062	NORM	N-O001-05	N-O001-05	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-063	NORM	N-O001-06	N-O001-06	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-064	NORM	N-O001-07	N-O001-07	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-065	NORM	N-O001-10	N-O001-10	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-066	NORM	N-O002-01	N-O002-01	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-067	NORM	N-O002-02	N-O002-02	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-068	NORM	N-O002-03	N-O002-03	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-069	NORM	N-O002-04	N-O002-04	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-070	NORM	N-O002-05	N-O002-05	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-071	NORM	N-O002-06	N-O002-06	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-072	NORM	N-O002-07	N-O002-07	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-073	NORM	N-O002-10	N-O002-10	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-074	NORM	N-O003-01	N-O003-01	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-075	NORM	N-O003-02	N-O003-02	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-076	NORM	N-O003-03	N-O003-03	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-077	NORM	N-O003-04	N-O003-04	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-078	NORM	N-O003-05	N-O003-05	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-079	NORM	N-O003-07	N-O003-07	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-080	NORM	N-O003-10	N-O003-10	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-081	NORM	N-O004-01	N-O004-01	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-082	NORM	N-O004-06	N-O004-06	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-083	NORM	N-O004-10	N-O004-10	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-084	NORM	N-O005-02	N-O005-02	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-085	NORM	N-O005-06	N-O005-06	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-086	NORM	N-O005-07	N-O005-07	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-087	NORM	N-O005-10	N-O005-10	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-088	NORM	N-O006-01	N-O006-01	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-089	NORM	N-O006-03	N-O006-03	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-090	NORM	N-O006-04	N-O006-04	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-091	NORM	N-O006-05	N-O006-05	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-092	NORM	N-O006-07	N-O006-07	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-093	NORM	N-O006-10	N-O006-10	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-094	NORM	N-O007-01	N-O007-01	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-095	NORM	N-O007-03	N-O007-03	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-096	NORM	N-O007-05	N-O007-05	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-097	NORM	N-O007-06	N-O007-06	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
MIG-222-NORM-098	NORM	N-O007-07	N-O007-07	v2.21/assurance/NORM_CATALOG.tsv	v2.22/assurance/NORM_CATALOG.tsv	UPDATED	FALSE	TRUE	TRUE	TRUE	PHASE_APPLICABILITY; PDF_CARD; HASH_RECONSTRUCTION
