norm_id	layer	card_status	candidate_kind	acceptance_status	available_for_evaluation	available_for_application	operator_activation_required	title	formulation	owner	scope	profile_id	norm_type	semantic_target	predicate	trigger	when	modality	execution_mode	operation	desired_value	forbidden_value	exceptions	priority	evidence_requirements	hold	stop	target_state	target_transition	success_criterion	forbidden_state	boundary_conditions	foundations	derivation_refs	tests	principles	required_phase	defect_signal	repair_path	closure_criterion	last_semantic_change_version	last_formulation_change_version	last_machine_semantics_change_version	predecessor_ref	formulation_sha256	semantic_payload_sha256	structural_card_sha256
N-GEN-064	BASE	ACTIVE		ACCEPTED_FOR_INTERPRETATION	TRUE	TRUE	FALSE	Conflict precedence semantics	Conflict resolution applies explicit precedence: non-overridable safety and substrate limits; invariants; authorized operator decisions within scope; more specific scope; newer accepted rules within the same scope; restrictive requirements before permissive options at equal applicability; otherwise HOLD-CONFLICT.	CORE-NORMATIVE-OWNER	"[""core"",""all_cycles""]"	AUTHORITY	MANDATORY_RULE	agency.authorization	authorization.status	"[""rule_conflict""]"	"{""op"":""always""}"	MUST	KERNEL_COMPUTED	REQUIRE	COMPLIANT		[]	900	"{""counterevidence_policy"":""HOLD"",""freshness_requirement"":""ANY"",""independence_requirement"":""IND_ANY"",""minimum_epistemic_status"":""S0"",""minimum_evidence_count"":0,""required_source_classes"":[]}"	"[""HOLD-CONFLICT""]"	"[""UNAUTHORIZED_EXTERNAL_TRANSITION""]"	EXPLICIT_CONFLICT_PRECEDENCE	CONFLICT_DETECTED_TO_RESOLVED_OR_HOLD_CONFLICT	Every conflict follows the declared precedence or reaches HOLD-CONFLICT.	DECLARED_CONFORMING_STATE	"{""exceptions"":[],""hold"":[""HOLD-CONFLICT""],""stop"":[""UNAUTHORIZED_EXTERNAL_TRANSITION""]}"	"[""B0"",""C0"",""D0"",""E0"",""I0"",""T0"",""V0""]"	"[""DER-JUST-N-GEN-064""]"	"[""TC-N-GEN-064-NEG"",""TC-N-GEN-064-POS"",""TC-POSITIVE-FORMULATION-N-GEN-064""]"	"[""CP-01"",""CP-02"",""CP-04"",""CP-06""]"	C03|C07|C08	Actor, scope, delegation, decision owner, or validity evidence is incomplete.	"[""IDENTIFY_AUTHORITY_OWNER"",""OBTAIN_OR_REVOKE_DELEGATION"",""RECALCULATE_SCOPE""]"	A valid authority state, scope, owner, and evidence reference are recorded.	2.22	UNKNOWN_PRE_V2.18	2.22	v2.21:N-GEN-064	0f8be93473faeceb05c713d7a89060c8faabb15509032cdf21ac9e3b7ac3c715	9fd5ee688f93e5afe7588a657e51016f06e7f7871c47b22f6d51ef8b219f4817	31b5ba55a79180c893eecfab7dce8b09b577574aaecf48ef1e35e2c50f593275
N-GEN-065	BASE	ACTIVE		ACCEPTED_FOR_INTERPRETATION	TRUE	TRUE	FALSE	Divergent obligations hold	Equally applicable commitments, permissions, owners, or transitions that require divergent outcomes create HOLD-CONFLICT with both candidates and an explicit repair or authorization route.	CORE-NORMATIVE-OWNER	"[""core"",""all_cycles""]"	AUTHORITY	MANDATORY_RULE	agency.authorization	authorization.status	"[""rule_conflict:unresolved""]"	"{""op"":""always""}"	MUST	HANDLER_COMPUTED	REQUIRE	COMPLIANT		[]	900	"{""counterevidence_policy"":""HOLD"",""freshness_requirement"":""ANY"",""independence_requirement"":""IND_ANY"",""minimum_epistemic_status"":""S0"",""minimum_evidence_count"":0,""required_source_classes"":[]}"	"[""HOLD-CONFLICT""]"	"[""UNAUTHORIZED_EXTERNAL_TRANSITION""]"	COMPLIANT	REQUIRE	authorization.status::COMPLIANT	DECLARED_CONFORMING_STATE	"{""exceptions"":[],""hold"":[""HOLD-CONFLICT""],""stop"":[""UNAUTHORIZED_EXTERNAL_TRANSITION""]}"	"[""B0"",""C0"",""D0"",""E0"",""I0"",""T0"",""V0""]"	"[""DER-JUST-N-GEN-065""]"	"[""TC-N-GEN-065-NEG"",""TC-N-GEN-065-POS"",""TC-POSITIVE-FORMULATION-N-GEN-065""]"	"[""CP-01"",""CP-02"",""CP-03"",""CP-04"",""CP-06""]"	C03|C05|C07|EXTERNAL_ACTION	Actor, scope, delegation, decision owner, or validity evidence is incomplete.	"[""IDENTIFY_AUTHORITY_OWNER"",""OBTAIN_OR_REVOKE_DELEGATION"",""RECALCULATE_SCOPE""]"	A valid authority state, scope, owner, and evidence reference are recorded.	2.22	UNKNOWN_PRE_V2.18	2.22	v2.21:N-GEN-065	9e984d5be8b367f6dc52558033401f4ca0bec022de2bbdcf625ab3fd855e55cc	b09f82c5f36ddd4b577a052b3beb8935553c7789908ef4d5eb361767ec18a426	eedeeb3d5c17ddf5ac87aacb855e482ab078b1fdd8af693f41deefff1e65fe73
N-GEN-066	BASE	ACTIVE		ACCEPTED_FOR_INTERPRETATION	TRUE	TRUE	FALSE	Derived control surfaces remain subordinate	Translations, editable sources, indexes, schemas, graphs, migration maps, test oracles, summaries, and QA reports remain passive derived or control surfaces traced to the English canonical PDF; semantic drift blocks release.	O028	"[""core"",""all_cycles""]"	RELEASE	MANDATORY_RULE	release.package	release.integrity	"[""norm:N-GEN-066""]"	"{""op"":""always""}"	MUST	EVIDENCE_EVALUATED	REQUIRE	COMPLIANT		[]	900	"{""counterevidence_policy"":""HOLD"",""freshness_requirement"":""CURRENT"",""independence_requirement"":""IND_ANY"",""minimum_epistemic_status"":""S1"",""minimum_evidence_count"":1,""required_source_classes"":[]}"	"[""PACKAGE_INCOMPLETE""]"	"[""PACKAGE_MISMATCH""]"	COMPLIANT	REQUIRE	release.integrity::COMPLIANT	DECLARED_CONFORMING_STATE	"{""exceptions"":[],""hold"":[""PACKAGE_INCOMPLETE""],""stop"":[""PACKAGE_MISMATCH""]}"	"[""C0"",""E0"",""I0"",""T0""]"	"[""DER-JUST-N-GEN-066""]"	"[""TC-N-GEN-066-NEG"",""TC-N-GEN-066-POS"",""TC-POSITIVE-FORMULATION-N-GEN-066""]"	"[""CP-04"",""CP-05""]"	C03|C07|PACKAGE_BUILD	Required component, version, manifest entry, checksum, compatibility statement, or verification result is incomplete.	"[""REBUILD_COMPONENT"",""REGENERATE_MANIFEST"",""RECALCULATE_HASHES"",""RERUN_FINAL_VERIFICATION""]"	All required components, hashes, compatibility, and verification statuses are recorded.	2.20	UNKNOWN_PRE_V2.18	2.20	v2.21:N-GEN-066	1c2ff7c10bb99f93baa4ec230b210fae9188540411217d10a2ff1f119bb2dbd5	a40f4fb3c36e9580bb3da3c2ae809ee0300e7046e087e3e1c234e8c22c56f1fb	37b15a354525637cd588f9deee8160f8a8d252c6619fbd4d650d5cebe1f6aa03
N-GEN-067	BASE	ACTIVE		ACCEPTED_FOR_INTERPRETATION	TRUE	TRUE	FALSE	Substrate interpretation with independent control	The AI substrate may interpret and apply the human-readable physiology within host limits; material external action and final closure require independent applicability, authority, invariant, HOLD or STOP, and closure controls.	O027	"[""core"",""all_cycles""]"	AUTHORITY	MANDATORY_RULE	agency.authorization	authorization.status	"[""external_action"",""closure_acceptance""]"	"{""op"":""always""}"	MUST	HANDLER_COMPUTED	REQUIRE	COMPLIANT		[]	900	"{""counterevidence_policy"":""HOLD"",""freshness_requirement"":""ANY"",""independence_requirement"":""IND_ANY"",""minimum_epistemic_status"":""S0"",""minimum_evidence_count"":0,""required_source_classes"":[]}"	"[""HOLD-INDEPENDENT-CONTROL""]"	"[""UNAUTHORIZED_EXTERNAL_TRANSITION""]"	COMPLIANT	REQUIRE	authorization.status::COMPLIANT	DECLARED_CONFORMING_STATE	"{""exceptions"":[],""hold"":[""HOLD-INDEPENDENT-CONTROL""],""stop"":[""UNAUTHORIZED_EXTERNAL_TRANSITION""]}"	"[""C0"",""E0"",""I0"",""T0"",""V0""]"	"[""DER-JUST-N-GEN-067""]"	"[""TC-N-GEN-067-NEG"",""TC-N-GEN-067-POS"",""TC-POSITIVE-FORMULATION-N-GEN-067""]"	"[""CP-03"",""CP-04"",""CP-05"",""CP-06""]"	C03|C07|C08|C09|C10|PACKAGE_BUILD|EXTERNAL_ACTION	Actor, scope, delegation, decision owner, or validity evidence is incomplete.	"[""IDENTIFY_AUTHORITY_OWNER"",""OBTAIN_OR_REVOKE_DELEGATION"",""RECALCULATE_SCOPE""]"	A valid authority state, scope, owner, and evidence reference are recorded.	2.22	UNKNOWN_PRE_V2.18	2.22	v2.21:N-GEN-067	93794ea32f37f80f9f9b5c9ee8cbb0190c958ed6a24a754c0fca4b2637d5d310	d9e86a80974ee39935c866cb3f1d818a6d57e6bdeaea7cfa065acd4c15d4b463	e30e5ccf8393a09abdf5e5ead82264e7a4d2d36e98490294eb4dd62c408cfd03
N-GEN-068	BASE	ACTIVE		ACCEPTED_FOR_INTERPRETATION	TRUE	TRUE	FALSE	Human-readable behavioral scenario contract	Every behavioral scenario states a unique scenario identifier, purpose, input, applicable rules, evidence, expected transition, expected HOLD or STOP, counter-outcomes, repair route, internal result, and external-substrate result.	O027	"[""core"",""all_cycles""]"	STATE_CLOSURE	MANDATORY_RULE	cycle.closure	closure.status	"[""norm:N-GEN-068""]"	"{""op"":""always""}"	MUST	EVIDENCE_EVALUATED	REQUIRE	COMPLIANT		[]	900	"{""counterevidence_policy"":""HOLD"",""freshness_requirement"":""CURRENT"",""independence_requirement"":""IND_ANY"",""minimum_epistemic_status"":""S1"",""minimum_evidence_count"":1,""required_source_classes"":[]}"	"[""STATE_OR_EFFECT_UNKNOWN""]"	"[""FALSE_CLOSURE""]"	COMPLIANT	REQUIRE	closure.status::COMPLIANT	DECLARED_CONFORMING_STATE	"{""exceptions"":[],""hold"":[""STATE_OR_EFFECT_UNKNOWN""],""stop"":[""FALSE_CLOSURE""]}"	"[""C0"",""E0"",""I0"",""T0"",""V0""]"	"[""DER-JUST-N-GEN-068""]"	"[""TC-N-GEN-068-NEG"",""TC-N-GEN-068-POS"",""TC-POSITIVE-FORMULATION-N-GEN-068""]"	"[""CP-03"",""CP-04"",""CP-05""]"	C03|C05|C07|C08|C09|C11|PACKAGE_BUILD	State, effect, debt, owner, next input, or closure evidence is incomplete.	"[""RESTORE_LAST_VALID_STATE"",""REOPEN_CYCLE"",""RECORD_DEBT"",""CREATE_NEXT_INPUT""]"	Effect, state delta, debt disposition, and next transition are recorded.	2.22	UNKNOWN_PRE_V2.18	2.22	v2.21:N-GEN-068	f57f4530340c2bf23978d9569f0c3b424f9bf76ff40ca2cea2ab1b63b47fb13a	939eb4ba9b37deeef8184cb62495721eead2947e018c5895d63e6874f313e050	3c053cc400dd8ce7ed15f54df2059012a2140ba736fe723a67d89c8987152247
N-GEN-069	BASE	ACTIVE		ACCEPTED_FOR_INTERPRETATION	TRUE	TRUE	FALSE	Negative and adversarial scenarios	Release testing includes positive, counterstate, conflict, boundary, mistranslation, missing-context, and adversarial cases that route false authority, unsupported certainty, illegal transitions, hidden conflicts, and false closure to the specified HOLD, STOP, or repair outcome.	O028	"[""core"",""all_cycles""]"	RELEASE	MANDATORY_RULE	release.package	release.integrity	"[""norm:N-GEN-069""]"	"{""op"":""always""}"	MUST	EVIDENCE_EVALUATED	REQUIRE	COMPLIANT		[]	900	"{""counterevidence_policy"":""HOLD"",""freshness_requirement"":""CURRENT"",""independence_requirement"":""IND_ANY"",""minimum_epistemic_status"":""S1"",""minimum_evidence_count"":1,""required_source_classes"":[]}"	"[""PACKAGE_INCOMPLETE""]"	"[""PACKAGE_MISMATCH""]"	COMPLIANT	REQUIRE	release.integrity::COMPLIANT	DECLARED_CONFORMING_STATE	"{""exceptions"":[],""hold"":[""PACKAGE_INCOMPLETE""],""stop"":[""PACKAGE_MISMATCH""]}"	"[""B0"",""C0"",""D0"",""E0"",""I0"",""T0"",""V0""]"	"[""DER-JUST-N-GEN-069""]"	"[""TC-N-GEN-069-NEG"",""TC-N-GEN-069-POS"",""TC-POSITIVE-FORMULATION-N-GEN-069""]"	"[""CP-01"",""CP-02"",""CP-03"",""CP-04"",""CP-05""]"	ALL_PHASES|C05|C09|PACKAGE_BUILD	Required component, version, manifest entry, checksum, compatibility statement, or verification result is incomplete.	"[""REBUILD_COMPONENT"",""REGENERATE_MANIFEST"",""RECALCULATE_HASHES"",""RERUN_FINAL_VERIFICATION""]"	All required components, hashes, compatibility, and verification statuses are recorded.	2.22	UNKNOWN_PRE_V2.18	2.22	v2.21:N-GEN-069	e93cd7d06f031630548de11838cfa9eb03d57e8207ff22ef0bc433b75954da61	9a8848af374e3886b952cd85da0151c0c802629ce267d5822d8b5b26d689538a	be58276a59f1971135be84a426cde0b75eae6330bed83d74a632c5ccda52b6c5
N-GEN-070	BASE	ACTIVE		ACCEPTED_FOR_INTERPRETATION	TRUE	TRUE	FALSE	BOIS Core and universal semantic language remain distinct	The BOIS semantic language supports multiple philosophical machines; the Base Core is one declared physiology within that wider language.	CORE-NORMATIVE-OWNER	"[""core"",""all_cycles""]"	SURFACE	INVARIANT	surface.communication	surface.conformance	"[""*""]"	"{""op"":""fact"",""path"":""violation.N-GEN-070"",""equals"":true}"	MUST_NOT	KERNEL_COMPUTED	PROHIBIT		VIOLATED	[]	1000	"{""counterevidence_policy"":""HOLD"",""freshness_requirement"":""ANY"",""independence_requirement"":""IND_ANY"",""minimum_epistemic_status"":""S0"",""minimum_evidence_count"":0,""required_source_classes"":[]}"	"[""SURFACE_INCOMPLETE""]"	"[""FORMAT_LOSS""]"	DECLARED_CONFORMING_STATE	PROHIBIT	surface.conformance::DECLARED_CONFORMING_STATE	VIOLATED	"{""exceptions"":[],""hold"":[""SURFACE_INCOMPLETE""],""stop"":[""FORMAT_LOSS""]}"	"[""C0"",""E0"",""I0""]"	"[""DER-JUST-N-GEN-070""]"	"[""TC-N-GEN-070-NEG"",""TC-N-GEN-070-POS"",""TC-POSITIVE-FORMULATION-N-GEN-070""]"	"[""CP-04""]"	C08	Meaning, identifier, language boundary, required block, or readability condition is missing.	"[""RESTORE_REQUIRED_CONTENT"",""SIMPLIFY_LAYOUT"",""PRESERVE_CANONICAL_IDENTIFIER"",""RERENDER_AND_REVIEW""]"	The surface preserves the canonical meaning, boundary, identifiers, and required visible fields.	2.20	UNKNOWN_PRE_V2.18	2.20	v2.21:N-GEN-070	2d31ae57f130be231f6418ed04e2987f556ec1589c6e83a038be417dc2557101	914a8c27b1a7b231b4fa3f45b8326df0eb6ea249cfbdcdb819661d891f25b88e	9b3b019ee62674dd893b831da69f5a3281e061b05b2268227fef353da1d7fffe
N-GEN-071	BASE	ACTIVE		ACCEPTED_FOR_INTERPRETATION	TRUE	TRUE	FALSE	Document QA and operational evidence are distinct	Document QA establishes document integrity, readability, semantic consistency, and reconstruction evidence; operator acceptance, external-action authority, independent closure, and field effectiveness each use separate verification routes.	O028	"[""core"",""all_cycles""]"	AUTHORITY	MANDATORY_RULE	agency.authorization	authorization.status	"[""build_qa_pass""]"	"{""op"":""always""}"	MUST_NOT	KERNEL_COMPUTED	PROHIBIT		VIOLATED	[]	900	"{""counterevidence_policy"":""HOLD"",""freshness_requirement"":""ANY"",""independence_requirement"":""IND_ANY"",""minimum_epistemic_status"":""S0"",""minimum_evidence_count"":0,""required_source_classes"":[]}"	"[""AUTHORITY_PENDING"",""SCOPE_PENDING""]"	"[""UNAUTHORIZED_EXTERNAL_TRANSITION""]"	DECLARED_CONFORMING_STATE	PROHIBIT	authorization.status::DECLARED_CONFORMING_STATE	VIOLATED	"{""exceptions"":[],""hold"":[""AUTHORITY_PENDING"",""SCOPE_PENDING""],""stop"":[""UNAUTHORIZED_EXTERNAL_TRANSITION""]}"	"[""B0"",""C0"",""E0"",""I0"",""T0"",""V0""]"	"[""DER-JUST-N-GEN-071""]"	"[""TC-N-GEN-071-NEG"",""TC-N-GEN-071-POS"",""TC-POSITIVE-FORMULATION-N-GEN-071""]"	"[""CP-01"",""CP-03"",""CP-04"",""CP-05"",""CP-06""]"	C03|C05|C07|C09|EXTERNAL_ACTION	Actor, scope, delegation, decision owner, or validity evidence is incomplete.	"[""IDENTIFY_AUTHORITY_OWNER"",""OBTAIN_OR_REVOKE_DELEGATION"",""RECALCULATE_SCOPE""]"	A valid authority state, scope, owner, and evidence reference are recorded.	2.20	UNKNOWN_PRE_V2.18	2.20	v2.21:N-GEN-071	54a9f0f8179aab233825a3e584846103150643a6b73adbd10407c18ea33309ea	8b1fa28ba4c755e01231555e59253c5331037e55392c5054f30a1e890f79553f	76d9b58c8881fbd9586ea53ada090f6fbaefd4a71c644d08b187923ee3e779e2
N-GEN-072	BASE	ACTIVE		ACCEPTED_FOR_INTERPRETATION	TRUE	TRUE	FALSE	Document and substrate provenance	Every interpreted cycle records the exact Base Core PDF version, Personal Layer PDF version when present, language surface, substrate identity or declared limitations, operator scope, and input sources.	O028	"[""core"",""all_cycles""]"	RELEASE	MANDATORY_RULE	release.package	release.integrity	"[""release""]"	"{""op"":""always""}"	MUST	EVIDENCE_EVALUATED	REQUIRE	COMPLIANT		[]	900	"{""counterevidence_policy"":""HOLD"",""freshness_requirement"":""CURRENT"",""independence_requirement"":""IND_ANY"",""minimum_epistemic_status"":""S1"",""minimum_evidence_count"":1,""required_source_classes"":[]}"	"[""PACKAGE_INCOMPLETE""]"	"[""PACKAGE_MISMATCH""]"	COMPLIANT	REQUIRE	release.integrity::COMPLIANT	DECLARED_CONFORMING_STATE	"{""exceptions"":[],""hold"":[""PACKAGE_INCOMPLETE""],""stop"":[""PACKAGE_MISMATCH""]}"	"[""B0"",""C0"",""E0"",""I0"",""T0""]"	"[""DER-JUST-N-GEN-072""]"	"[""TC-N-GEN-072-NEG"",""TC-N-GEN-072-POS"",""TC-POSITIVE-FORMULATION-N-GEN-072""]"	"[""CP-01"",""CP-04"",""CP-05""]"	C03|C07|PACKAGE_BUILD	Required component, version, manifest entry, checksum, compatibility statement, or verification result is incomplete.	"[""REBUILD_COMPONENT"",""REGENERATE_MANIFEST"",""RECALCULATE_HASHES"",""RERUN_FINAL_VERIFICATION""]"	All required components, hashes, compatibility, and verification statuses are recorded.	2.20	UNKNOWN_PRE_V2.18	2.20	v2.21:N-GEN-072	e528d84f2a5fabb0481ecc4bdce1c9eb7d5e74f68a65c2411bdf11cd6d7651a4	169fc954b26518816ad677b6e42ae2e1f30c5568b41950b9550b0504eade4333	35a2bf3f04fb2c5e2a45e79daf8c8b8e4698876cef825a30b4a9effe10f2500e
N-GEN-073	BASE	ACTIVE		ACCEPTED_FOR_INTERPRETATION	TRUE	TRUE	FALSE	Natural-language extraction remains candidate	Natural-language doctrine produces candidate definitions, grounds, conclusions, norms, organs, procedures, and tests; canonical activation follows resolved ambiguity, modality, ownership, scope, conflicts, tests, and repair.	CORE-NORMATIVE-OWNER	"[""core"",""all_cycles""]"	RELEASE	MANDATORY_RULE	release.package	release.integrity	"[""natural_language_candidate""]"	"{""op"":""always""}"	MUST_NOT	KERNEL_COMPUTED	PROHIBIT		VIOLATED	[]	900	"{""counterevidence_policy"":""HOLD"",""freshness_requirement"":""ANY"",""independence_requirement"":""IND_ANY"",""minimum_epistemic_status"":""S0"",""minimum_evidence_count"":0,""required_source_classes"":[]}"	"[""PACKAGE_INCOMPLETE""]"	"[""PACKAGE_MISMATCH""]"	DECLARED_CONFORMING_STATE	PROHIBIT	release.integrity::DECLARED_CONFORMING_STATE	VIOLATED	"{""exceptions"":[],""hold"":[""PACKAGE_INCOMPLETE""],""stop"":[""PACKAGE_MISMATCH""]}"	"[""B0"",""C0"",""D0"",""E0"",""I0"",""T0"",""V0""]"	"[""DER-JUST-N-GEN-073""]"	"[""TC-N-GEN-073-NEG"",""TC-N-GEN-073-POS"",""TC-POSITIVE-FORMULATION-N-GEN-073""]"	"[""CP-01"",""CP-02"",""CP-03"",""CP-04""]"	PACKAGE_BUILD	Required component, version, manifest entry, checksum, compatibility statement, or verification result is incomplete.	"[""REBUILD_COMPONENT"",""REGENERATE_MANIFEST"",""RECALCULATE_HASHES"",""RERUN_FINAL_VERIFICATION""]"	All required components, hashes, compatibility, and verification statuses are recorded.	2.20	UNKNOWN_PRE_V2.18	2.20	v2.21:N-GEN-073	9dceb8dcb29d4e4efbc0c36fa9c80a65f7e1c60f16dfaf027ebb3006bac9e2f7	fb221f9cc5a9d1c46645fa84bd722d95de7e5759d1ac4ca702b0df37e417acfd	29a076968014c81ed9e2b9f8275824d56d3bc89b8bf65b305dcb9b2351f5a6f3
N-GEN-074	BASE	ACTIVE		ACCEPTED_FOR_INTERPRETATION	TRUE	TRUE	FALSE	Foundation type separation	A definition, axiom, domain condition, constitutive postulate, invariant, theorem, executable rule, engineering decision, explanation, example, and empirical hypothesis remain distinct types with explicit relations and separately established authority and epistemic status.	O012	"[""core"",""all_cycles""]"	AUTHORITY	INVARIANT	agency.authorization	authorization.status	"[""*""]"	"{""op"":""fact"",""path"":""violation.N-GEN-074"",""equals"":true}"	MUST_NOT	KERNEL_COMPUTED	PROHIBIT		VIOLATED	[]	1100	"{""counterevidence_policy"":""HOLD"",""freshness_requirement"":""ANY"",""independence_requirement"":""IND_ANY"",""minimum_epistemic_status"":""S0"",""minimum_evidence_count"":0,""required_source_classes"":[]}"	"[""AUTHORITY_PENDING"",""SCOPE_PENDING""]"	"[""STOP-SEMANTIC-TYPE-COLLAPSE""]"	DECLARED_CONFORMING_STATE	PROHIBIT	authorization.status::DECLARED_CONFORMING_STATE	VIOLATED	"{""exceptions"":[],""hold"":[""AUTHORITY_PENDING"",""SCOPE_PENDING""],""stop"":[""STOP-SEMANTIC-TYPE-COLLAPSE""]}"	"[""C0"",""E0"",""I0""]"	"[""DER-JUST-N-GEN-074""]"	"[""TC-N-GEN-074-NEG"",""TC-N-GEN-074-POS"",""TC-POSITIVE-FORMULATION-N-GEN-074""]"	"[""CP-04""]"	C02|C03|C05|C06|C07	Actor, scope, delegation, decision owner, or validity evidence is incomplete.	"[""IDENTIFY_AUTHORITY_OWNER"",""OBTAIN_OR_REVOKE_DELEGATION"",""RECALCULATE_SCOPE""]"	A valid authority state, scope, owner, and evidence reference are recorded.	2.22	UNKNOWN_PRE_V2.18	2.22	v2.21:N-GEN-074	dc0c92e4ca9d5f58c550be1a6d4b25f70f422dc6e8db11f7fe86a20082605c57	2ca6c18aced7e20563f2639d56d69b6706b66d5b7e2f2918613b4a53b79e6ebc	da6d90c3e81a88c352f9d79194d3cda51b5d2cd956f9b53fbf16c81db9f7e41e
N-GEN-075	BASE	ACTIVE		ACCEPTED_FOR_INTERPRETATION	TRUE	TRUE	FALSE	Typed justification and derivation graph	The typed justification graph represents foundations, typed justification nodes, canonical norms, and relation-labeled edges with owners, scope, provenance, acyclic validation, and complete references from every norm to its supporting grounds.	O012	"[""core"",""all_cycles""]"	EVIDENCE	MANDATORY_RULE	epistemic.claim	epistemic.status	"[""compile"",""semantic_analysis""]"	"{""op"":""always""}"	MUST	HANDLER_COMPUTED	REQUIRE	COMPLIANT		[]	950	"{""counterevidence_policy"":""HOLD"",""freshness_requirement"":""ANY"",""independence_requirement"":""IND_ANY"",""minimum_epistemic_status"":""S0"",""minimum_evidence_count"":0,""required_source_classes"":[]}"	"[""MISSING_EVIDENCE"",""UNRESOLVED_COUNTEREVIDENCE""]"	"[""EVIDENCE_FABRICATION""]"	COMPLIANT	REQUIRE	epistemic.status::COMPLIANT	DECLARED_CONFORMING_STATE	"{""exceptions"":[],""hold"":[""MISSING_EVIDENCE"",""UNRESOLVED_COUNTEREVIDENCE""],""stop"":[""EVIDENCE_FABRICATION""]}"	"[""C0"",""E0"",""I0"",""T0""]"	"[""DER-JUST-N-GEN-075""]"	"[""TC-N-GEN-075-NEG"",""TC-N-GEN-075-POS"",""TC-POSITIVE-FORMULATION-N-GEN-075""]"	"[""CP-04"",""CP-05""]"	C03|C07	Source, provenance, scope, counterevidence, alternatives, or confidence boundary is incomplete.	"[""REBUILD_PROVENANCE"",""ADD_COUNTEREVIDENCE_CHECK"",""LOWER_CONFIDENCE"",""REOPEN_HYPOTHESIS""]"	The claim status, evidence, counterevidence, scope, and review conditions are recorded.	2.20	UNKNOWN_PRE_V2.18	2.20	v2.21:N-GEN-075	b6edc475094e7f7fb717da9d699a7267d6e78d58b6489d66d89862e054c8d3f9	14ab69bc2c16ecb35754f749a643bae23ffa4ba3be639b46488c56aa83e30904	9602da60ac626dd2345a13da52928d45706d4f9f7c7eb2cd4f9fc90764e5d8cc
N-GEN-076	BASE	ACTIVE		ACCEPTED_FOR_INTERPRETATION	TRUE	TRUE	FALSE	Premises and derivations remain explicit	A verified derivation uses known explicit acyclic premises, remains inside declared scope, and supplies a complete basis for every executable rule it supports.	O027	"[""core"",""all_cycles""]"	EVIDENCE	MANDATORY_RULE	epistemic.claim	epistemic.status	"[""compile"",""semantic_analysis""]"	"{""op"":""always""}"	MUST_NOT	KERNEL_COMPUTED	PROHIBIT		VIOLATED	[]	1000	"{""counterevidence_policy"":""HOLD"",""freshness_requirement"":""ANY"",""independence_requirement"":""IND_ANY"",""minimum_epistemic_status"":""S0"",""minimum_evidence_count"":0,""required_source_classes"":[]}"	"[""HOLD-DERIVATION-INCOMPLETE""]"	"[""STOP-DERIVATION-CYCLE""]"	DECLARED_CONFORMING_STATE	PROHIBIT	epistemic.status::DECLARED_CONFORMING_STATE	VIOLATED	"{""exceptions"":[],""hold"":[""HOLD-DERIVATION-INCOMPLETE""],""stop"":[""STOP-DERIVATION-CYCLE""]}"	"[""C0"",""E0"",""I0""]"	"[""DER-JUST-N-GEN-076""]"	"[""TC-N-GEN-076-NEG"",""TC-N-GEN-076-POS"",""TC-POSITIVE-FORMULATION-N-GEN-076""]"	"[""CP-04""]"	C03|C07	Source, provenance, scope, counterevidence, alternatives, or confidence boundary is incomplete.	"[""REBUILD_PROVENANCE"",""ADD_COUNTEREVIDENCE_CHECK"",""LOWER_CONFIDENCE"",""REOPEN_HYPOTHESIS""]"	The claim status, evidence, counterevidence, scope, and review conditions are recorded.	2.22	UNKNOWN_PRE_V2.18	2.22	v2.21:N-GEN-076	4590fe5f0c2962295ae619f09ca4cc79dc52bda4c1d09a7b3d17ddbe46d8deb1	d5122d6d7a404743c79d4aecfecbc585e3e064f810ddc6e4fd0adc828b3be3ed	238d79b4cb77a66edb16ba9b60ae2b426cac20f377a955553260c64f5aff73b4
