norm_id	required_phase	application_kind	trigger	reason	owner	review_status
N-GEN-006	C07	PHASE_SPECIFIC	"[""*""]"	N-GEN-006 (Unconditional protection of humans) received rule-level semantic review for C07. The norm governs evidence assessment, research boundary, confidence, counterevidence, or epistemic status.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-006	C08	PHASE_SPECIFIC	"[""*""]"	N-GEN-006 (Unconditional protection of humans) received rule-level semantic review for C08. The norm governs bounded result, representation, instruction, output, or concretization.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-006	C09	PHASE_SPECIFIC	"[""*""]"	N-GEN-006 (Unconditional protection of humans) received rule-level semantic review for C09. The norm governs closure candidacy, debts, residual risk, recovery, or state preservation.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-006	C10	PHASE_SPECIFIC	"[""*""]"	N-GEN-006 (Unconditional protection of humans) received rule-level semantic review for C10. The norm governs independent review, authority, residual-risk acceptance, or transition to external action.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-006	C11	PHASE_SPECIFIC	"[""*""]"	N-GEN-006 (Unconditional protection of humans) received rule-level semantic review for C11. The norm governs execution record, observed effect, state update, next input, or terminal closure.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-006	EXTERNAL_ACTION	SURFACE_SPECIFIC	"[""*""]"	N-GEN-006 (Unconditional protection of humans) received rule-level semantic review for EXTERNAL_ACTION. The norm governs any route that may affect an external substrate or protected interest.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-007	C03	PHASE_SPECIFIC	"[""*""]"	N-GEN-007 (Attention as a protected resource) received rule-level semantic review for C03. The norm governs source, evidence, provenance, unknowns, or initial epistemic inventory.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-007	C04	PHASE_SPECIFIC	"[""*""]"	N-GEN-007 (Attention as a protected resource) received rule-level semantic review for C04. The norm governs qualification of a question, task, criterion, or epistemic demand.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-007	C05	PHASE_SPECIFIC	"[""*""]"	N-GEN-007 (Attention as a protected resource) received rule-level semantic review for C05. The norm governs protocol, route, planning, branching, invariants, or freeze-before-execution.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-007	C07	PHASE_SPECIFIC	"[""*""]"	N-GEN-007 (Attention as a protected resource) received rule-level semantic review for C07. The norm governs evidence assessment, research boundary, confidence, counterevidence, or epistemic status.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-008	C02	PHASE_SPECIFIC	"[""*""]"	N-GEN-008 (Preferences require explicit declaration) received rule-level semantic review for C02. The norm governs domain, value interface, substrate, goal, authority, or responsibility confirmation.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-008	C03	PHASE_SPECIFIC	"[""*""]"	N-GEN-008 (Preferences require explicit declaration) received rule-level semantic review for C03. The norm governs source, evidence, provenance, unknowns, or initial epistemic inventory.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-008	C07	PHASE_SPECIFIC	"[""*""]"	N-GEN-008 (Preferences require explicit declaration) received rule-level semantic review for C07. The norm governs evidence assessment, research boundary, confidence, counterevidence, or epistemic status.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-009	C03	PHASE_SPECIFIC	"[""*""]"	N-GEN-009 (Authority arises from explicit delegation) received rule-level semantic review for C03. The norm governs source, evidence, provenance, unknowns, or initial epistemic inventory.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-009	C05	PHASE_SPECIFIC	"[""*""]"	N-GEN-009 (Authority arises from explicit delegation) received rule-level semantic review for C05. The norm governs protocol, route, planning, branching, invariants, or freeze-before-execution.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-009	C07	PHASE_SPECIFIC	"[""*""]"	N-GEN-009 (Authority arises from explicit delegation) received rule-level semantic review for C07. The norm governs evidence assessment, research boundary, confidence, counterevidence, or epistemic status.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-010	ALL_PHASES	ALL_PHASES	"[""*""]"	N-GEN-010 (Non-overridable constraints) received rule-level semantic review for ALL_PHASES. The norm is a cross-phase invariant and applies throughout every C00-C11 transition.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-010	C03	PHASE_SPECIFIC	"[""*""]"	N-GEN-010 (Non-overridable constraints) received rule-level semantic review for C03. The norm governs source, evidence, provenance, unknowns, or initial epistemic inventory.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-010	C07	PHASE_SPECIFIC	"[""*""]"	N-GEN-010 (Non-overridable constraints) received rule-level semantic review for C07. The norm governs evidence assessment, research boundary, confidence, counterevidence, or epistemic status.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-010	C10	PHASE_SPECIFIC	"[""*""]"	N-GEN-010 (Non-overridable constraints) received rule-level semantic review for C10. The norm governs independent review, authority, residual-risk acceptance, or transition to external action.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-010	EXTERNAL_ACTION	SURFACE_SPECIFIC	"[""*""]"	N-GEN-010 (Non-overridable constraints) received rule-level semantic review for EXTERNAL_ACTION. The norm governs any route that may affect an external substrate or protected interest.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-011	C03	PHASE_SPECIFIC	"[""transition:to:C10"",""closure_candidate""]"	N-GEN-011 (Closure requires complete evidence) received rule-level semantic review for C03. The norm governs source, evidence, provenance, unknowns, or initial epistemic inventory.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-011	C04	PHASE_SPECIFIC	"[""transition:to:C10"",""closure_candidate""]"	N-GEN-011 (Closure requires complete evidence) received rule-level semantic review for C04. The norm governs qualification of a question, task, criterion, or epistemic demand.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-011	C07	PHASE_SPECIFIC	"[""transition:to:C10"",""closure_candidate""]"	N-GEN-011 (Closure requires complete evidence) received rule-level semantic review for C07. The norm governs evidence assessment, research boundary, confidence, counterevidence, or epistemic status.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-011	C09	PHASE_SPECIFIC	"[""transition:to:C10"",""closure_candidate""]"	N-GEN-011 (Closure requires complete evidence) received rule-level semantic review for C09. The norm governs closure candidacy, debts, residual risk, recovery, or state preservation.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-011	EXTERNAL_ACTION	SURFACE_SPECIFIC	"[""transition:to:C10"",""closure_candidate""]"	N-GEN-011 (Closure requires complete evidence) received rule-level semantic review for EXTERNAL_ACTION. The norm governs any route that may affect an external substrate or protected interest.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-012	C02	PHASE_SPECIFIC	"[""*""]"	N-GEN-012 (Boundaries remain visible) received rule-level semantic review for C02. The norm governs domain, value interface, substrate, goal, authority, or responsibility confirmation.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-012	C03	PHASE_SPECIFIC	"[""*""]"	N-GEN-012 (Boundaries remain visible) received rule-level semantic review for C03. The norm governs source, evidence, provenance, unknowns, or initial epistemic inventory.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-012	C07	PHASE_SPECIFIC	"[""*""]"	N-GEN-012 (Boundaries remain visible) received rule-level semantic review for C07. The norm governs evidence assessment, research boundary, confidence, counterevidence, or epistemic status.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-013	C02	PHASE_SPECIFIC	"[""norm:N-GEN-013""]"	N-GEN-013 (Hybrid subject) received rule-level semantic review for C02. The norm governs domain, value interface, substrate, goal, authority, or responsibility confirmation.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-013	C03	PHASE_SPECIFIC	"[""norm:N-GEN-013""]"	N-GEN-013 (Hybrid subject) received rule-level semantic review for C03. The norm governs source, evidence, provenance, unknowns, or initial epistemic inventory.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-013	C07	PHASE_SPECIFIC	"[""norm:N-GEN-013""]"	N-GEN-013 (Hybrid subject) received rule-level semantic review for C07. The norm governs evidence assessment, research boundary, confidence, counterevidence, or epistemic status.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-014	C02	PHASE_SPECIFIC	"[""norm:N-GEN-014""]"	N-GEN-014 (Operator scope) received rule-level semantic review for C02. The norm governs domain, value interface, substrate, goal, authority, or responsibility confirmation.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-014	C03	PHASE_SPECIFIC	"[""norm:N-GEN-014""]"	N-GEN-014 (Operator scope) received rule-level semantic review for C03. The norm governs source, evidence, provenance, unknowns, or initial epistemic inventory.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-014	C07	PHASE_SPECIFIC	"[""norm:N-GEN-014""]"	N-GEN-014 (Operator scope) received rule-level semantic review for C07. The norm governs evidence assessment, research boundary, confidence, counterevidence, or epistemic status.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-014	C09	PHASE_SPECIFIC	"[""norm:N-GEN-014""]"	N-GEN-014 (Operator scope) received rule-level semantic review for C09. The norm governs closure candidacy, debts, residual risk, recovery, or state preservation.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-015	C03	PHASE_SPECIFIC	"[""norm:N-GEN-015""]"	N-GEN-015 (AI computation scope) received rule-level semantic review for C03. The norm governs source, evidence, provenance, unknowns, or initial epistemic inventory.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-015	C05	PHASE_SPECIFIC	"[""norm:N-GEN-015""]"	N-GEN-015 (AI computation scope) received rule-level semantic review for C05. The norm governs protocol, route, planning, branching, invariants, or freeze-before-execution.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-015	C07	PHASE_SPECIFIC	"[""norm:N-GEN-015""]"	N-GEN-015 (AI computation scope) received rule-level semantic review for C07. The norm governs evidence assessment, research boundary, confidence, counterevidence, or epistemic status.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-016	C02	PHASE_SPECIFIC	"[""norm:N-GEN-016""]"	N-GEN-016 (Autonomy may only decrease) received rule-level semantic review for C02. The norm governs domain, value interface, substrate, goal, authority, or responsibility confirmation.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-016	C03	PHASE_SPECIFIC	"[""norm:N-GEN-016""]"	N-GEN-016 (Autonomy may only decrease) received rule-level semantic review for C03. The norm governs source, evidence, provenance, unknowns, or initial epistemic inventory.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-016	C07	PHASE_SPECIFIC	"[""norm:N-GEN-016""]"	N-GEN-016 (Autonomy may only decrease) received rule-level semantic review for C07. The norm governs evidence assessment, research boundary, confidence, counterevidence, or epistemic status.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-017	C02	PHASE_SPECIFIC	"[""action""]"	N-GEN-017 (Delegation and action remain separate) received rule-level semantic review for C02. The norm governs domain, value interface, substrate, goal, authority, or responsibility confirmation.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-017	C03	PHASE_SPECIFIC	"[""action""]"	N-GEN-017 (Delegation and action remain separate) received rule-level semantic review for C03. The norm governs source, evidence, provenance, unknowns, or initial epistemic inventory.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-017	C07	PHASE_SPECIFIC	"[""action""]"	N-GEN-017 (Delegation and action remain separate) received rule-level semantic review for C07. The norm governs evidence assessment, research boundary, confidence, counterevidence, or epistemic status.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-018	C02	PHASE_SPECIFIC	"[""norm:N-GEN-018""]"	N-GEN-018 (Goal hierarchy) received rule-level semantic review for C02. The norm governs domain, value interface, substrate, goal, authority, or responsibility confirmation.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-018	C03	PHASE_SPECIFIC	"[""norm:N-GEN-018""]"	N-GEN-018 (Goal hierarchy) received rule-level semantic review for C03. The norm governs source, evidence, provenance, unknowns, or initial epistemic inventory.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-018	C05	PHASE_SPECIFIC	"[""norm:N-GEN-018""]"	N-GEN-018 (Goal hierarchy) received rule-level semantic review for C05. The norm governs protocol, route, planning, branching, invariants, or freeze-before-execution.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-018	C06	PHASE_SPECIFIC	"[""norm:N-GEN-018""]"	N-GEN-018 (Goal hierarchy) received rule-level semantic review for C06. The norm governs calculation, cognitive transformation, abstraction, concretization, or microphase integrity.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-018	C07	PHASE_SPECIFIC	"[""norm:N-GEN-018""]"	N-GEN-018 (Goal hierarchy) received rule-level semantic review for C07. The norm governs evidence assessment, research boundary, confidence, counterevidence, or epistemic status.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-018	C08	PHASE_SPECIFIC	"[""norm:N-GEN-018""]"	N-GEN-018 (Goal hierarchy) received rule-level semantic review for C08. The norm governs bounded result, representation, instruction, output, or concretization.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-019	C02	PHASE_SPECIFIC	"[""norm:N-GEN-019""]"	N-GEN-019 (Material question) received rule-level semantic review for C02. The norm governs domain, value interface, substrate, goal, authority, or responsibility confirmation.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-019	C03	PHASE_SPECIFIC	"[""norm:N-GEN-019""]"	N-GEN-019 (Material question) received rule-level semantic review for C03. The norm governs source, evidence, provenance, unknowns, or initial epistemic inventory.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-019	C04	PHASE_SPECIFIC	"[""norm:N-GEN-019""]"	N-GEN-019 (Material question) received rule-level semantic review for C04. The norm governs qualification of a question, task, criterion, or epistemic demand.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-019	C07	PHASE_SPECIFIC	"[""norm:N-GEN-019""]"	N-GEN-019 (Material question) received rule-level semantic review for C07. The norm governs evidence assessment, research boundary, confidence, counterevidence, or epistemic status.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-019	C09	PHASE_SPECIFIC	"[""norm:N-GEN-019""]"	N-GEN-019 (Material question) received rule-level semantic review for C09. The norm governs closure candidacy, debts, residual risk, recovery, or state preservation.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-019	EXTERNAL_ACTION	SURFACE_SPECIFIC	"[""norm:N-GEN-019""]"	N-GEN-019 (Material question) received rule-level semantic review for EXTERNAL_ACTION. The norm governs any route that may affect an external substrate or protected interest.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-020	C03	PHASE_SPECIFIC	"[""norm:N-GEN-020""]"	N-GEN-020 (Deferred answer) received rule-level semantic review for C03. The norm governs source, evidence, provenance, unknowns, or initial epistemic inventory.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-020	C04	PHASE_SPECIFIC	"[""norm:N-GEN-020""]"	N-GEN-020 (Deferred answer) received rule-level semantic review for C04. The norm governs qualification of a question, task, criterion, or epistemic demand.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-020	C07	PHASE_SPECIFIC	"[""norm:N-GEN-020""]"	N-GEN-020 (Deferred answer) received rule-level semantic review for C07. The norm governs evidence assessment, research boundary, confidence, counterevidence, or epistemic status.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-021	C02	PHASE_SPECIFIC	"[""norm:N-GEN-021""]"	N-GEN-021 (Decision scope) received rule-level semantic review for C02. The norm governs domain, value interface, substrate, goal, authority, or responsibility confirmation.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-021	C03	PHASE_SPECIFIC	"[""norm:N-GEN-021""]"	N-GEN-021 (Decision scope) received rule-level semantic review for C03. The norm governs source, evidence, provenance, unknowns, or initial epistemic inventory.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-021	C07	PHASE_SPECIFIC	"[""norm:N-GEN-021""]"	N-GEN-021 (Decision scope) received rule-level semantic review for C07. The norm governs evidence assessment, research boundary, confidence, counterevidence, or epistemic status.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-022	ALL_PHASES	ALL_PHASES	"[""norm:N-GEN-022""]"	N-GEN-022 (Conflicting decisions) received rule-level semantic review for ALL_PHASES. The norm is a cross-phase invariant and applies throughout every C00-C11 transition.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-023	ALL_PHASES	ALL_PHASES	"[""norm:N-GEN-023""]"	N-GEN-023 (Bounded consequence verification) received rule-level semantic review for ALL_PHASES. The norm is a cross-phase invariant and applies throughout every C00-C11 transition.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-023	C03	PHASE_SPECIFIC	"[""norm:N-GEN-023""]"	N-GEN-023 (Bounded consequence verification) received rule-level semantic review for C03. The norm governs source, evidence, provenance, unknowns, or initial epistemic inventory.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-023	C05	PHASE_SPECIFIC	"[""norm:N-GEN-023""]"	N-GEN-023 (Bounded consequence verification) received rule-level semantic review for C05. The norm governs protocol, route, planning, branching, invariants, or freeze-before-execution.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-023	C07	PHASE_SPECIFIC	"[""norm:N-GEN-023""]"	N-GEN-023 (Bounded consequence verification) received rule-level semantic review for C07. The norm governs evidence assessment, research boundary, confidence, counterevidence, or epistemic status.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-023	C08	PHASE_SPECIFIC	"[""norm:N-GEN-023""]"	N-GEN-023 (Bounded consequence verification) received rule-level semantic review for C08. The norm governs bounded result, representation, instruction, output, or concretization.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-024	C03	PHASE_SPECIFIC	"[""norm:N-GEN-024""]"	N-GEN-024 (S0-S4) received rule-level semantic review for C03. The norm governs source, evidence, provenance, unknowns, or initial epistemic inventory.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-024	C07	PHASE_SPECIFIC	"[""norm:N-GEN-024""]"	N-GEN-024 (S0-S4) received rule-level semantic review for C07. The norm governs evidence assessment, research boundary, confidence, counterevidence, or epistemic status.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
N-GEN-025	C03	PHASE_SPECIFIC	"[""norm:N-GEN-025""]"	N-GEN-025 (Numerical probability) received rule-level semantic review for C03. The norm governs source, evidence, provenance, unknowns, or initial epistemic inventory.	CORE-NORMATIVE-OWNER	RULE_LEVEL_SEMANTIC_AUDIT_V2.22
